"conflict_type","openalex_id","publication_year","study_country","title","source_container","doi","url","marine_terrestrial","species_common","mitigation_tested","mitigation_outcome_measured","outcome_direction","tier"
"not stated","W2785533475",2018,"multiple North African","Home Range and Habitat Use of Crop-Raiding Barbary Macaques in the Upper Ourika Valley, Western High Atlas Mountains, Morocco","International Journal of Avian & Wildlife Biology","https://doi.org/10.15406/ijawb.2018.03.00049","https://doi.org/10.15406/ijawb.2018.03.00049","terrestrial","macaques","not stated","not stated","not stated","B_regional_corroborated"
"not stated","W4289548230",2018,"Morocco","Analysis Of Fish Community At The First Artificial Reef In Morocco (Martil, Mediterranean).","Zenodo (CERN European Organization for Nuclear Research)","https://doi.org/10.5281/zenodo.1466431","https://doi.org/10.5281/zenodo.1466431","marine","not stated","yes","yes","not stated","A_named_country_corroborated"
"not stated","14327335",2018,"multiple North African","Important areas at sea for adult loggerhead sea turtles in the Mediterranean Sea: satellite tracking corroborates findings from potentially biased sources","RERO DOC Digital Library",,"14327335","marine","turtles","no","not stated","not stated","B_regional_corroborated"
"not stated","W2919734443",2018,"multiple North African","","City Research Online (City University London)",,"https://openalex.org/W2919734443","both","not stated","not stated","not stated","not stated","C_asserted_no_evidence"
"not stated","W2594633798",2017,"multiple North African","Best Practice Framework and Principles for Monitoring the Effect of Coastal Development on Marine Mammals","Frontiers in Marine Science","https://doi.org/10.3389/fmars.2017.00059","https://doi.org/10.3389/fmars.2017.00059","marine","not stated","not stated","not stated","not stated","C_asserted_no_evidence"
"not stated","W2289557866",2016,"multiple North African","Preliminary assessment of the scope and scale of illegal killing and taking of birds in the Mediterranean","Bird Conservation International","https://doi.org/10.1017/s0959270915000416","https://doi.org/10.1017/s0959270915000416","not stated","not stated","not stated","not stated","not stated","B_regional_corroborated"
"not stated","W2528835440",2016,"Egypt","Conservation of the spinner dolphin in the Egyptian Red Sea","Otago University Research Archive (University of Otago)","https://doi.org/10.13140/rg.2.2.28830.15685","https://doi.org/10.13140/rg.2.2.28830.15685","marine","spinner dolphin","no","no","not measured","A_named_country_corroborated"
"not stated","W2568954900",2016,"multiple North African","A Cultural Herpetology of Nile Crocodiles in Africa","Conservation and Society","https://doi.org/10.4103/0972-4923.197609","https://doi.org/10.4103/0972-4923.197609","both","Nile crocodile","not stated","not stated","not stated","B_regional_corroborated"
"not stated","W2513225841",2016,"Egypt","Liposomal Microencapsulation of Rodent-repelling Agents onto Jute Burlaps: Assessment of Cytotoxicity and Rat Behavioral Test","Journal of Applied Pharmaceutical Science","https://doi.org/10.7324/japs.2016.60822","https://doi.org/10.7324/japs.2016.60822","not stated","not stated","not stated","not stated","not stated","A_named_country_corroborated"
"not stated","W2193249342",2015,"multiple North African","The Conflict Between Pteropodid Bats and Fruit Growers: Species, Legislation and Mitigation",,"https://doi.org/10.1007/978-3-319-25220-9_13","https://doi.org/10.1007/978-3-319-25220-9_13","not stated","not stated","yes","yes","reduced conflict","C_asserted_no_evidence"
"not stated","W2290921243",2015,"Egypt","Hunting of migratory birds in North Sinai, Egypt","Bird Conservation International","https://doi.org/10.1017/s0959270915000180","https://doi.org/10.1017/s0959270915000180","both","quail","not stated","not stated","not stated","A_named_country_corroborated"
"not stated","W2341723205",2015,"Egypt","The impact of Bedouin agricultural gardens on biodiversity in South Sinai, Egypt","Nottingham ePrints (University of Nottingham)",,"https://openalex.org/W2341723205","terrestrial","almond","no","no","not measured","A_named_country_corroborated"
"not stated","9052239",2015,"multiple North African","Trawling and creeling for nephrops: impacts on biodiversity and populations structure","Universidade do Algarve; Sapientia (Univ. do Algarve)",,"9052239","marine","Norway Lobster","yes","yes","not stated","B_regional_corroborated"
"not stated","W280442085",2014,"Morocco","Including People in Primate Conservation: A Case Study of Shepherds and Barbary Macaques in Bouhachem forest, Northern Morocco","Durham e-Theses (Durham University)",,"https://openalex.org/W280442085","terrestrial","Barbary macaques","not stated","not stated","not stated","A_named_country_corroborated"
"not stated","W2157223050",2013,"Tunisia","Elasmobranchs longline fisheries in the Gulf of Gabès (southern Tunisia)","Journal of the Marine Biological Association of the United Kingdom","https://doi.org/10.1017/s0025315413000726","https://doi.org/10.1017/s0025315413000726","marine","sandbar shark","no","no","not stated","A_named_country_corroborated"
"not stated","W1972887459",2013,"multiple North African","Fiddling in biodiversity hotspots while deserts burn? Collapse of the Sahara's megafauna","Diversity and Distributions","https://doi.org/10.1111/ddi.12157","https://doi.org/10.1111/ddi.12157","terrestrial","scimitar-horned oryx","not stated","not stated","not stated","C_asserted_no_evidence"
"not stated","W2088965171",2013,"multiple North African","Examining the Extinction of the Barbary Lion and Its Implications for Felid Conservation","PLoS ONE","https://doi.org/10.1371/journal.pone.0060174","https://doi.org/10.1371/journal.pone.0060174","terrestrial","Barbary lion","not stated","not stated","not stated","B_regional_corroborated"
"not stated","W2600438549",2013,"multiple North African","Fighting Over Fish: How Climate Change Could Influence Violent Conflict","ResearchWorks at the University of Washington (University of Washington)",,"https://openalex.org/W2600438549","marine","fish","not stated","not stated","not stated","C_asserted_no_evidence"
"not stated","W1965440783",2012,"multiple North African","Factors affecting reproduction of WoodpigeonsColumba palumbusin North African forests: 1. Nest habitat selection","Bird Study","https://doi.org/10.1080/00063657.2012.724050","https://doi.org/10.1080/00063657.2012.724050","terrestrial","Woodpigeon","no","no","not stated","B_regional_corroborated"
"not stated","W1503887661",2012,"multiple North African","Biological and Ecological Studies on Land Snails and Their Control","InTech eBooks","https://doi.org/10.5772/29701","https://doi.org/10.5772/29701","terrestrial",,"yes","yes","not stated","B_regional_corroborated"
"not stated","W2132561879",2010,"multiple North African","The Links Between Resource Dependency and Attitude of Commercial Fishers to Coral Reef Conservation in the Red Sea","AMBIO","https://doi.org/10.1007/s13280-010-0065-9","https://doi.org/10.1007/s13280-010-0065-9",,"not stated","no","no","not stated","B_regional_corroborated"
"not stated","W2299960256",2010,"Algeria","Valorisation des eaux de surface de la réserve de Mergueb (M’sila, Algérie) au profit de la faune sauvage protégée dont la Gazelle de Cuvier, espèce emblématique de la région","Revue d Écologie (La Terre et La Vie)","https://doi.org/10.3406/revec.2010.1529","https://doi.org/10.3406/revec.2010.1529","terrestrial","Cuvier’s Gazelle","yes","yes","reduced conflict","A_named_country_corroborated"
"not stated","W3124911220",2010,"multiple North African","Managing Bluefin Tuna in the Mediterranean Sea","RePEc: Research Papers in Economics",,"https://openalex.org/W3124911220","marine","Atlantic Bluefin Tuna","not stated","not stated","not stated","C_asserted_no_evidence"
"not stated","W2161217137",2009,"multiple North African","Buying Years to Extinction: Is Compensatory Mitigation for Marine Bycatch a Sufficient Conservation Measure for Long-Lived Seabirds?","PLoS ONE","https://doi.org/10.1371/journal.pone.0004826","https://doi.org/10.1371/journal.pone.0004826","both","rat, Cory's shearwater","not stated","not stated","not stated","C_asserted_no_evidence"
"not stated","W2105413109",2008,"multiple North African","Contribution of research to conservation action for the Northern Bald Ibis Geronticus eremita in Morocco","Bird Conservation International","https://doi.org/10.1017/s0959270908000403","https://doi.org/10.1017/s0959270908000403","terrestrial","Northern Bald Ibis","not stated","not stated","not stated","B_regional_corroborated"
"not stated","W1863567874",2008,"multiple North African","Incidental capture of sea turtles by longlines in the Gulf of Gabès (South Tunisia): A comparative study between bottom and surface longlines","Scientia Marina","https://doi.org/10.3989/scimar.2008.72n2337","https://doi.org/10.3989/scimar.2008.72n2337","marine","sea turtles","not stated","not stated","not stated","B_regional_corroborated"
"not stated","W13500458",2008,"multiple North African","Mitochondrial DNA reveals regional and interregional importance of the central Mediterranean African shelf for loggerhead sea turtles (Caretta caretta)","Scientia Marina","https://doi.org/10.3989/scimar.2008.72n3541","https://doi.org/10.3989/scimar.2008.72n3541",,"sea turtle","not stated","not stated","not stated","B_regional_corroborated"
"not stated","W1993434971",2006,"multiple North African","Alien Marine Species in the Mediterranean - the 100 ‘Worst Invasives’ and their Impact","Mediterranean Marine Science","https://doi.org/10.12681/mms.180","https://doi.org/10.12681/mms.180","not stated","not stated","not stated","not stated","not stated","C_asserted_no_evidence"
"not stated","W3131003730",1998,"multiple North African","Studies on the Ecology and Conservation of Marine Turtles: With Particular Reference to the Mediterranean","Enlighten: Theses (The University of Glasgow)",,"https://openalex.org/W3131003730",,"loggerhead turtle, green turtle, leatherback turtle","not stated","not stated","not stated","C_asserted_no_evidence"
"other","W4412190053",2025,"multiple North African","Out of Sight, out of Mind? Evidence of Human‐Induced Threats in the Elusive  Ziphius cavirostris  of the Mediterranean Sea","Ecology and Evolution","https://doi.org/10.1002/ece3.71790","https://doi.org/10.1002/ece3.71790",,"beaked whale","not stated","not stated","not stated","B_regional_corroborated"
"other","W4412364748",2025,"Tunisia","Distribution, threats, population trends, and ecology of the Saharan Striped Polecat ( Poecilictis libyca ) in Tunisia: a questionnaire and field-based survey","Journal of Mammalogy","https://doi.org/10.1093/jmammal/gyaf043","https://doi.org/10.1093/jmammal/gyaf043","terrestrial","Saharan Striped Polecat","no","no","not stated","A_named_country_corroborated"
"other","W4412859634",2025,"Morocco","Analysis of Cetacean Strandings Along the Moroccan Mediterranean Coast: Spatial and Temporal Patterns","Egyptian Journal of Aquatic Biology and Fisheries","https://doi.org/10.21608/ejabf.2025.443737","https://doi.org/10.21608/ejabf.2025.443737","marine","striped dolphin, common dolphin","not stated","not stated","not stated","A_named_country_corroborated"
"other","W4407427266",2025,"multiple North African","Sea Turtles in Tunisia: An Overview on their Status and Conservation Effort","IntechOpen eBooks","https://doi.org/10.5772/intechopen.1008239","https://doi.org/10.5772/intechopen.1008239","both","sea turtles","yes","yes","not stated","B_regional_corroborated"
"other","W4401165658",2024,"multiple North African","From fangs to antidotes: A scoping review on snakebite burden, species, and antivenoms in the Eastern Mediterranean Region","PLoS neglected tropical diseases","https://doi.org/10.1371/journal.pntd.0012200","https://doi.org/10.1371/journal.pntd.0012200","not stated","not stated","not stated","not stated","not stated","B_regional_corroborated"
"other","W4402524969",2024,"multiple North African","Ghost Gear in the Gulf of Gabès (Tunisia): An Urgent Need for a Conservation Code of Conduct","Sustainability","https://doi.org/10.3390/su16188003","https://doi.org/10.3390/su16188003","marine","not stated","not stated","not stated","not stated","B_regional_corroborated"
"other","W4386046441",2023,"Morocco","Behavioral adjustments of endangered Barbary macaques (Macaca sylvanus) living at the edge of an agricultural landscape in Morocco","American Journal of Primatology","https://doi.org/10.1002/ajp.23545","https://doi.org/10.1002/ajp.23545","not stated","macaques","not stated","not stated","not stated","A_named_country_corroborated"
"other","W4378554658",2023,"Egypt","The Impact of Airports Bird Hazard Management on Climate Changes and Bird-watching Tourism: Applying to Sharm El-Sheikh International Airport","Journal of Association of Arab Universities for Tourism and Hospitality","https://doi.org/10.21608/jaauth.2023.197185.1429","https://doi.org/10.21608/jaauth.2023.197185.1429","not stated","pigeons and white storks","yes","yes","reduced conflict","A_named_country_corroborated"
"other","W4292236166",2022,"Egypt","Impact of a Wind Energy Projects on Bird Migration Gabel Al-Zeit - Eastern Desert, Egypt","Catrina The International Journal of Environmental Sciences","https://doi.org/10.21608/cat.2022.147050.1134","https://doi.org/10.21608/cat.2022.147050.1134","terrestrial","migratory soaring birds","no","no","not measured","A_named_country_corroborated"
"other","W4310824678",2022,"Morocco","Impact of the Bottlenose Dolphins (Tursiops truncatus) Depredation on Purse-Seine Fishery in the Region of M’diq (Northwestern Morocco)","Egyptian Journal of Aquatic Biology and Fisheries","https://doi.org/10.21608/ejabf.2022.271078","https://doi.org/10.21608/ejabf.2022.271078","marine","Bottlenose Dolphins","no","no","not measured","A_named_country_corroborated"
"other","W3162789037",2021,"multiple North African","Cultural heritage and environmental ethical values in governance models: Conflicts between recreational fisheries and other maritime activities in Mediterranean marine protected areas","Marine Policy","https://doi.org/10.1016/j.marpol.2021.104529","https://doi.org/10.1016/j.marpol.2021.104529","marine","not stated","not stated","not stated","not stated","C_asserted_no_evidence"
"other","W3213140225",2021,"Morocco","Ophidian envenomation in Morocco: Analysis of specific hospitalization records (2012-2015)","E3S Web of Conferences","https://doi.org/10.1051/e3sconf/202131901071","https://doi.org/10.1051/e3sconf/202131901071","terrestrial","Snake","not stated","not stated","not stated","A_named_country_corroborated"
"other","W3126146416",2021,"multiple North African","Mediterranean sharks and rays need action","Science","https://doi.org/10.1126/science.abg1943","https://doi.org/10.1126/science.abg1943","marine","sharks and rays","no","not stated","not stated","B_regional_corroborated"
"other","W3165463768",2021,"multiple North African","Sinai: Tourism, Colonialism, and Sea","Journal of Embodied Research","https://doi.org/10.16995/jer.85","https://doi.org/10.16995/jer.85",,"whales, sea turtles, dolphins, sharks","no","not stated","not stated","B_regional_corroborated"
"other","W4235674053",2021,"Morocco","ENVENIMATIONS VIPERINES","International Journal of Advanced Research","https://doi.org/10.21474/ijar01/13428","https://doi.org/10.21474/ijar01/13428",,"viper","no","no","not stated","A_named_country_corroborated"
"other","W3164722733",2021,"multiple North African","Linking Territorial and Coastal Planning: Conservation Status and Management of Mangrove Ecosystem at the Egyptian - African Red Sea Coast","Aswan University Journal of Environmental Studies","https://doi.org/10.21608/aujes.2021.65951.1013","https://doi.org/10.21608/aujes.2021.65951.1013","both","mangrove","not stated","not stated","not stated","B_regional_corroborated"
"other","W3134637697",2021,"Egypt","Status of Indo-Pacific Bottlenose Dolphin, Tursiops aduncus (Family Delphinidae: Order Cetacea) in the Northern Protected Islands, Hurghada, Red Sea, Egypt","Egyptian Journal of Aquatic Biology and Fisheries","https://doi.org/10.21608/ejabf.2021.149307","https://doi.org/10.21608/ejabf.2021.149307","marine","Indo-Pacific Bottlenose Dolphin","no","no","not stated","A_named_country_corroborated"
"other","W4301525508",2021,"multiple North African","Review of species-specific collision risks for seabirds","Zenodo (CERN European Organization for Nuclear Research)","https://doi.org/10.5281/zenodo.6974012","https://doi.org/10.5281/zenodo.6974012","marine","seabirds","no","no","not measured","C_asserted_no_evidence"
"other","W3048716714",2020,"multiple North African","A Review of Freshwater Crayfish Introductions in Africa","Reviews in Fisheries Science & Aquaculture","https://doi.org/10.1080/23308249.2020.1802405","https://doi.org/10.1080/23308249.2020.1802405","both","freshwater crayfish","no","no","not stated","B_regional_corroborated"
"other","W3016553572",2020,"multiple North African","Wildlife trafficking and criminogenic asymmetries in a globalised world",,"https://doi.org/10.4324/9781315207094-30","https://doi.org/10.4324/9781315207094-30","both","rhino, tiger, Barbary macaques, sturgeon","not stated","not stated","not stated","B_regional_corroborated"
"other","W2905336371",2018,"multiple North African","Conserving wildlife facing mass‐tourism calls for effective management","Animal Conservation","https://doi.org/10.1111/acv.12474","https://doi.org/10.1111/acv.12474","marine","Osprey","no","not stated","not stated","B_regional_corroborated"
"other","W2185312405",2015,"multiple North African","Seismic surveys and marine turtles: An underestimated global threat?","Biological Conservation","https://doi.org/10.1016/j.biocon.2015.10.020","https://doi.org/10.1016/j.biocon.2015.10.020","marine","marine turtles","no","no","not measured","C_asserted_no_evidence"
"other","W1998876562",2015,"multiple North African","Is Diet Flexibility an Adaptive Life Trait for Relictual and Peri-Urban Populations of the Endangered Primate Macaca sylvanus?","PLoS ONE","https://doi.org/10.1371/journal.pone.0118596","https://doi.org/10.1371/journal.pone.0118596","both","macaque","not stated","not stated","not stated","B_regional_corroborated"
"other","W2206652945",2015,"multiple North African","Spanish Imperial Eagles and other eagles found electrocuted in Morocco and proposition of correction measures","INDIGO (University of Illinois at Chicago)","https://doi.org/10.6084/m9.figshare.1613292.v2","https://doi.org/10.6084/m9.figshare.1613292.v2","terrestrial","Spanish Imperial Eagles, Bonelli’s Eagles, Golden Eagle","not stated","not stated","not stated","B_regional_corroborated"
"other","W2134692257",2013,"multiple North African","Setback Distances as a Conservation Tool in Wildlife-Human Interactions: Testing Their Efficacy for Birds Affected by Vehicles on Open-Coast Sandy Beaches","PLoS ONE","https://doi.org/10.1371/journal.pone.0071200","https://doi.org/10.1371/journal.pone.0071200","both","not stated","not stated","not stated","not stated","C_asserted_no_evidence"
"other","W2017504858",2007,"Egypt","Mortality, Recruitment and Change of Desert Tree Populations in a Hyper-Arid Environment","PLoS ONE","https://doi.org/10.1371/journal.pone.0000208","https://doi.org/10.1371/journal.pone.0000208","terrestrial","Acacia tortilis","not stated","not stated","not stated","A_named_country_corroborated"
"persecution or retaliatory killing","W7138888116",2026,"multiple North African","Latest sightings of the striped hyena in North Africa: major threats and conservation actions","TURKISH JOURNAL OF ZOOLOGY","https://doi.org/10.55730/1300-0179.3256","https://doi.org/10.55730/1300-0179.3256","terrestrial","striped hyena","no","no","not measured","B_regional_corroborated"
"persecution or retaliatory killing","W7114772952",2025,"Algeria","Nesting Biology of the Aquatic Mallards Anas platyrhynchos Linnaeus, 1758 in Lake Tonga, El Kala National Park, Algeria","Egyptian Journal of Aquatic Biology and Fisheries","https://doi.org/10.21608/ejabf.2025.356503.5314","https://doi.org/10.21608/ejabf.2025.356503.5314","both","Mallards","no","no","not stated","A_named_country_corroborated"
"persecution or retaliatory killing","W4405400421",2024,"Algeria","The future of the barbary sheep and the dorcas gazelle populations in Algerian Sahara: On the brink of extinction?","Animal Conservation","https://doi.org/10.1111/acv.13010","https://doi.org/10.1111/acv.13010","terrestrial","barbary sheep, dorcas gazelle","no","no","not stated","A_named_country_corroborated"
"persecution or retaliatory killing","W3175439491",2021,"multiple North African","Disentangling drivers of power line use by vultures: Potential to reduce electrocutions","The Science of The Total Environment","https://doi.org/10.1016/j.scitotenv.2021.148534","https://doi.org/10.1016/j.scitotenv.2021.148534","terrestrial","Egyptian Vulture","yes","yes","reduced conflict","B_regional_corroborated"
"persecution or retaliatory killing","W3169892409",2021,"multiple North African","Eastern imperial eagle Aquila heliaca",,"https://doi.org/10.1201/9781351023627-12","https://doi.org/10.1201/9781351023627-12","not stated","Eastern imperial eagle","not stated","not stated","not stated","B_regional_corroborated"
"persecution or retaliatory killing","W4237097071",2021,"multiple North African","Sentinel animals : Enriching artificial intelligence with wildlife ecology to guard rhinos",,"https://doi.org/10.18174/544693","https://doi.org/10.18174/544693","terrestrial","rhino","not stated","not stated","not stated","C_asserted_no_evidence"
"persecution or retaliatory killing","W3110888851",2020,"multiple North African","Major threats to a migratory raptor vary geographically along the eastern Mediterranean flyway","bioRxiv (Cold Spring Harbor Laboratory)","https://doi.org/10.1101/2020.12.16.422983","https://doi.org/10.1101/2020.12.16.422983",,"Egyptian Vulture","no","no","not measured","B_regional_corroborated"
"persecution or retaliatory killing","W2144503057",2015,"multiple North African","Another Continental Vulture Crisis: Africa's Vultures Collapsing toward Extinction","Conservation Letters","https://doi.org/10.1111/conl.12182","https://doi.org/10.1111/conl.12182","terrestrial",,"not stated","not stated","not stated","C_asserted_no_evidence"
"persecution or retaliatory killing","W2286354200",1990,"Morocco","L’évolution récente de l’avifaune du Nord-Est marocain : pertes et gains depuis 35 ans","Revue d Écologie (La Terre et La Vie)","https://doi.org/10.3406/revec.1990.1999","https://doi.org/10.3406/revec.1990.1999","both",,"no","no","not measured","A_named_country_corroborated"
"property damage","W7165652291",2026,"Egypt","What do fishermen think? Local perspectives on human–crocodile coexistence in Lake Nasser","Frontiers in Conservation Science","https://doi.org/10.3389/fcosc.2026.1854789","https://doi.org/10.3389/fcosc.2026.1854789","both","crocodile","not stated","not stated","not stated","A_named_country_corroborated"
"property damage","W4392545263",2024,"multiple North African","Another One Bites the Net: Assessing the Economic Impacts of Lagocephalus sceleratus on Small-Scale Fisheries in Greece","Fishes","https://doi.org/10.3390/fishes9030104","https://doi.org/10.3390/fishes9030104","marine","silver-cheeked toadfish","no","no","not measured","B_regional_corroborated"
"property damage","W1540840170",2008,"multiple North African","The politics of flood insecurity : framing contested river management projects",,"https://doi.org/10.18174/16352","https://doi.org/10.18174/16352",,"not stated","not stated","not stated","not stated","C_asserted_no_evidence"
