"openalex_id","title","publication_year","doi","url","source_container","type","conflict_type","country"
"W7162558227","Elasmobranch bycatch in the cuttlefish trammel net fishery along the Bizerte coast (Northern Tunisia): composition and biological aspects",2026,"https://doi.org/10.1080/24750263.2026.2673641","https://doi.org/10.1080/24750263.2026.2673641","The European Zoological Journal","article","bycatch","Tunisia"
"W7125499556","A new record of the critically endangered Smoothback angelshark Squatina oculata from Algerian waters (GFCM-GSA 04): biological data and implications for management",2026,"https://doi.org/10.20302/nc.2025.35.6","https://doi.org/10.20302/nc.2025.35.6","University of Zagreb University Computing Centre (SRCE)","article","bycatch","Tunisia"
"W7138888116","Latest sightings of the striped hyena in North Africa: major threats and conservation actions",2026,"https://doi.org/10.55730/1300-0179.3256","https://doi.org/10.55730/1300-0179.3256","TURKISH JOURNAL OF ZOOLOGY","article","persecution or retaliatory killing","Tunisia"
"W4416097950","Fishing shapes cetacean population density patterns in the Mediterranean basin",2025,"https://doi.org/10.1002/ecog.07919","https://doi.org/10.1002/ecog.07919","Ecography","article","bycatch","Tunisia"
"W4414163724","Marine biotoxins in Mediterranean seafood: Environmental occurrence and food safety concerns",2025,"https://doi.org/10.1016/j.ecoenv.2025.119032","https://doi.org/10.1016/j.ecoenv.2025.119032","Ecotoxicology and Environmental Safety","article","not stated","Tunisia"
"W4413915988","Elasmobranch fisheries in Tunisia: Characterization, fishermen’s insights and conservation options",2025,"https://doi.org/10.1016/j.rsma.2025.104465","https://doi.org/10.1016/j.rsma.2025.104465","Regional Studies in Marine Science","article",,"Tunisia"
"W4412364748","Distribution, threats, population trends, and ecology of the Saharan Striped Polecat ( Poecilictis libyca ) in Tunisia: a questionnaire and field-based survey",2025,"https://doi.org/10.1093/jmammal/gyaf043","https://doi.org/10.1093/jmammal/gyaf043","Journal of Mammalogy","article","other","Tunisia"
"W4413766820","Seabird‐vessel interactions in industrial fisheries of Northwest Africa: Implications for international bycatch management",2025,"https://doi.org/10.1111/1365-2664.70139","https://doi.org/10.1111/1365-2664.70139","Journal of Applied Ecology","article","bycatch","Tunisia"
"W4408823380","Mitigating dolphin depredation in Mediterranean fisheries: results and insights from collaborative efforts for cetacean conservation and sustainable fisheries",2025,"https://doi.org/10.5194/oos2025-1359","https://doi.org/10.5194/oos2025-1359",,"conference-abstract",,"Tunisia"
"W4415743148","&lt;b&gt;Impact of light pollution on the success of loggerhead turtle nesting in Chebba, Tunisia&lt;/b&gt;",2025,"https://doi.org/10.5455/ovj.2025.v15.i10.51","https://doi.org/10.5455/ovj.2025.v15.i10.51","Open Veterinary Journal","article","not stated","Tunisia"
"W4411744005","Spatiotemporal dynamics of wild boar-induced crop damage in Southern Tunisian agroecosystems and the role of oasis characteristics",2025,"https://doi.org/10.56027/joasd.192025","https://doi.org/10.56027/joasd.192025","JOURNAL OF OASIS AGRICULTURE AND SUSTAINABLE DEVELOPMENT","article","crop damage","Tunisia"
"W4407427266","Sea Turtles in Tunisia: An Overview on their Status and Conservation Effort",2025,"https://doi.org/10.5772/intechopen.1008239","https://doi.org/10.5772/intechopen.1008239","IntechOpen eBooks","book-chapter","other","Tunisia"
"W7137890517","Impact of bycatch in tunisian coastal fisheries:Proposed fishing gear and practice modifications to Mitigate the effect on threatened sea turtles",2025,"https://doi.org/10.60713/pist-201256","https://doi.org/10.60713/pist-201256","Open MIND","dissertation","bycatch","Tunisia"
"W4400337172","Conservation and management of chondrichthyans in the Mediterranean Sea: gaps, overlaps, inconsistencies, and the way forward",2024,"https://doi.org/10.1007/s11160-024-09857-z","https://doi.org/10.1007/s11160-024-09857-z","Reviews in Fish Biology and Fisheries","article","not stated","Tunisia"
"W4393971019","Tracking data highlight the importance of human-induced mortality for large migratory birds at a flyway scale",2024,"https://doi.org/10.1016/j.biocon.2024.110525","https://doi.org/10.1016/j.biocon.2024.110525","Biological Conservation","article","not stated","Tunisia"
"W4405400421","The future of the barbary sheep and the dorcas gazelle populations in Algerian Sahara: On the brink of extinction?",2024,"https://doi.org/10.1111/acv.13010","https://doi.org/10.1111/acv.13010","Animal Conservation","article","persecution or retaliatory killing","Tunisia"
"W4399241889","Preliminary Insights on the Habitat Use and Vertical Movements of Pelagic Stingray (Pteroplatytrygon violacea) in the Western Mediterranean Sea",2024,"https://doi.org/10.20944/preprints202405.2055.v1","https://doi.org/10.20944/preprints202405.2055.v1","Preprints.org","preprint","bycatch","Tunisia"
"W4401129331","Ghost Gear in the Gulf of Gabès (Tunisia): An Urgent Need for a Conservation Code of Conduct",2024,"https://doi.org/10.20944/preprints202407.2113.v1","https://doi.org/10.20944/preprints202407.2113.v1","Preprints.org","preprint","not stated","Tunisia"
"W4396218332","High Loggerhead (Caretta caretta) Bycatch Rate along with Several Endangered Target Species: Two Reasons to Look for Alternative to Traditional Large-Mesh Bottom-Set Gillnets (Garrasia) for More Sustainable Fisheries in the Gulf of Gabès (Tunisia)",2024,"https://doi.org/10.3390/su16093713","https://doi.org/10.3390/su16093713","Sustainability","article","bycatch","Tunisia"
"W4402524969","Ghost Gear in the Gulf of Gabès (Tunisia): An Urgent Need for a Conservation Code of Conduct",2024,"https://doi.org/10.3390/su16188003","https://doi.org/10.3390/su16188003","Sustainability","article","other","Tunisia"
"W4402750361","Climate Warming and Mismanagement Drive the Shift of Fish Communities in the Wadi El-Rayan Arid Lakes",2024,"https://doi.org/10.3390/w16182685","https://doi.org/10.3390/w16182685","Water","article","not stated","Tunisia"
"W4399672673","Additional records of the little sleeper shark, Somniosus rostratus (Elasmobranchii: Squaliformes: Somniosidae), in Mediterranean Sea",2024,"https://doi.org/10.3897/aiep.54.121813","https://doi.org/10.3897/aiep.54.121813","Acta Ichthyologica Et Piscatoria","article","bycatch","Tunisia"
"W7164091231","Anàlisi del grau de solapament entre l&apos;esforç de pesca aparent i l&apos;hàbitat de la tortuga boba en el Mediterrani occidental",2024,,"https://openalex.org/W7164091231","RiuNet (Universitat Politècnica de València)","dissertation","bycatch","Tunisia"
"W4321435198","When non-target wildlife species and alien species both affect negatively to an artisanal fishery: the case of trammel net in the Alboran Sea",2023,"https://doi.org/10.1007/s11160-023-09759-6","https://doi.org/10.1007/s11160-023-09759-6","Reviews in Fish Biology and Fisheries","article",,"Tunisia"
"W4388510764","African Buffalo and Colonial Cattle: Is ‘Systems Change’ the Best Future for Farming and Nature in Africa?",2023,"https://doi.org/10.1017/9781009006828.017","https://doi.org/10.1017/9781009006828.017","Cambridge University Press eBooks","book-chapter","not stated","Tunisia"
"W4385290138","The natural history of lions in North Africa and the relevance of their depiction in the “Lions Attacking a Dromedary” diorama",2023,"https://doi.org/10.1111/cura.12564","https://doi.org/10.1111/cura.12564","Curator The Museum Journal","article","not stated","Tunisia"
"W4365151733","Vulnerability of elasmobranchs caught as bycatch in the grouper longline fishery in the Gulf of Gabès, Tunisia",2023,"https://doi.org/10.12681/mms.27483","https://doi.org/10.12681/mms.27483","Mediterranean Marine Science","article","bycatch","Tunisia"
"W4376631244","Fishermen Interviews: A Cost-Effective Tool for Evaluating the Impact of Fisheries on Vulnerable Sea Turtles in Tunisia and Identifying Levers of Mitigation",2023,"https://doi.org/10.3390/ani13091535","https://doi.org/10.3390/ani13091535","Animals","article","bycatch","Tunisia"
"W4388858561","Quantifying Abundance and Mapping Distribution of Loggerhead Turtles in the Mediterranean Sea Using Aerial Surveys: Implications for Conservation",2023,"https://doi.org/10.3390/d15121159","https://doi.org/10.3390/d15121159","Diversity","article","bycatch","Tunisia"
"W4390757936","Threats and Mitigation",2023,"https://doi.org/10.4314/vulnew.v83a1.6","https://doi.org/10.4314/vulnew.v83a1.6","Vulture News","article","not stated","Tunisia"
"W4379795531","The Red Sea Fisheries - Threats and Proposed Solutions",2023,"https://doi.org/10.59660/45115","https://doi.org/10.59660/45115","AIN Journal","article","bycatch","Tunisia"
"W4380050798","The Red Sea Fisheries - Threats and Proposed Solutions",2023,"https://doi.org/10.59660/45125","https://doi.org/10.59660/45125","AIN Journal","article","bycatch","Tunisia"
"292045994","Vulnerability of elasmobranchs caught as bycatch in the grouper longline fishery in the Gulf of Gabès, Tunisia",2023,,"292045994","National Documentation Centre - EKT journals",,"bycatch","Tunisia"
"W4283067969","Assessing the use of marine protected areas by loggerhead sea turtles (Caretta caretta) tracked from the western Mediterranean",2022,"https://doi.org/10.1016/j.gecco.2022.e02196","https://doi.org/10.1016/j.gecco.2022.e02196","Global Ecology and Conservation","article","not stated","Tunisia"
"W4312158089","Disclosing the determinants, drivers and predictors of bird depredation on date palm (Phoenix dactylifera L.) production",2022,"https://doi.org/10.1016/j.jssas.2022.12.003","https://doi.org/10.1016/j.jssas.2022.12.003","Journal of the Saudi Society of Agricultural Sciences","article","crop damage","Tunisia"
"W4290786637","Small-scale fisheries catch more threatened elasmobranchs inside partially protected areas than in unprotected areas",2022,"https://doi.org/10.1038/s41467-022-32035-3","https://doi.org/10.1038/s41467-022-32035-3","Nature Communications","article","not stated","Tunisia"
"W4223523542","Hotspots in the grid: Avian sensitivity and vulnerability to collision risk from energy infrastructure interactions in Europe and North Africa",2022,"https://doi.org/10.1111/1365-2664.14160","https://doi.org/10.1111/1365-2664.14160","Journal of Applied Ecology","article","not stated","Tunisia"
"W4281756481","Using Fishermen’s Knowledge and GIS to Identify Fishing Grounds, Gears and Species in the Projected Marine Protected Area ‘Jabal Moussa’",2022,"https://doi.org/10.3126/josem.v1i2.45346","https://doi.org/10.3126/josem.v1i2.45346","Journal of sustainability and environmental management","article","not stated","Tunisia"
"W4303685494","The Blue Swimming Crab Portunus segnis in the Mediterranean Sea: Invasion Paths, Impacts and Management Measures",2022,"https://doi.org/10.3390/biology11101473","https://doi.org/10.3390/biology11101473","Biology","article","not stated","Tunisia"
"W3133867487","The conservation of the endangered Mediterranean common dolphin (Delphinus delphis): Current knowledge and research priorities",2021,"https://doi.org/10.1002/aqc.3538","https://doi.org/10.1002/aqc.3538","Aquatic Conservation Marine and Freshwater Ecosystems","article",,"Tunisia"
"W3215690827","Strongly structured populations and reproductive habitat fragmentation increase the vulnerability of the Mediterranean starry rayRaja asterias(Elasmobranchii, Rajidae)",2021,"https://doi.org/10.1002/aqc.3739","https://doi.org/10.1002/aqc.3739","Aquatic Conservation Marine and Freshwater Ecosystems","article","bycatch","Tunisia"
"W3162789037","Cultural heritage and environmental ethical values in governance models: Conflicts between recreational fisheries and other maritime activities in Mediterranean marine protected areas",2021,"https://doi.org/10.1016/j.marpol.2021.104529","https://doi.org/10.1016/j.marpol.2021.104529","Marine Policy","article","other","Tunisia"
"W3126146416","Mediterranean sharks and rays need action",2021,"https://doi.org/10.1126/science.abg1943","https://doi.org/10.1126/science.abg1943","Science","article","other","Tunisia"
"W4205402711","Traditional fishery of Dolphinfish (Coryphaena hippurus) in the Gulf of Hammamet, Tunisia: implications for management of the entire Mediterranean fishery",2021,"https://doi.org/10.24214/jcbps.b.11.1.13751","https://doi.org/10.24214/jcbps.b.11.1.13751","Journal of Chemical Biological and Physical Sciences","article","not stated","Tunisia"
"W3210000181","Status of Chinese Carp Fisheries in Tunisian Freshwater Reservoirs: Threats and Opportunities",2021,"https://doi.org/10.37871/jbres1336","https://doi.org/10.37871/jbres1336","Journal of Biomedical Research & Environmental Sciences","article","not stated","Tunisia"
"W3186672508","Incidental catch of vulnerable species in Mediterranean and Black Sea fisheries - A review",2021,"https://doi.org/10.4060/cb5405en","https://doi.org/10.4060/cb5405en","FAO eBooks","book","bycatch","Tunisia"
"W3017956184","Social-Environmental Analysis for the Management of Coastal Lagoons in North Africa",2020,"https://doi.org/10.3389/fenvs.2020.00037","https://doi.org/10.3389/fenvs.2020.00037","Frontiers in Environmental Science","article","not stated","Tunisia"
"W3081500063","A Landscape without Nonhuman Primates? The Case of the Barbary Macaque, Macaca sylvanus, (Linnaeus, 1758) and Its Interaction with Humans throughout Recorded Time",2020,"https://doi.org/10.3390/h9030092","https://doi.org/10.3390/h9030092","Humanities","article","not stated","Tunisia"
"W2991073745","Effects of fishing practice changes on pelagic shark longline captures in the Gulf of Gabes, Tunisia",2019,"https://doi.org/10.1002/aqc.3226","https://doi.org/10.1002/aqc.3226","Aquatic Conservation Marine and Freshwater Ecosystems","article","not stated","Tunisia"
"W2969783162","Shark pelagic longline fishery in the Gulf of Gabes: Inter-decadal inspection reveals management needs",2019,"https://doi.org/10.12681/mms.18862","https://doi.org/10.12681/mms.18862","Mediterranean Marine Science","article","not stated","Tunisia"
"W4288349131","The shifting distribution of Mediterranean fishes: a spatio-temporal assessment based on Local Ecological Knowledge.",2019,"https://doi.org/10.5281/zenodo.3142266","https://doi.org/10.5281/zenodo.3142266","Zenodo (CERN European Organization for Nuclear Research)","article","not stated","Tunisia"
"W4245410401","Ecology of Caracals and Their Distribution in Africa: A Review Paper",2019,"https://doi.org/10.7176/jbah/9-13-05","https://doi.org/10.7176/jbah/9-13-05","Journal of Biology Agriculture and Healthcare","article","not stated","Tunisia"
"304099714","Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).",2018,,"304099714","AquaDocs",,"bycatch","Tunisia"
"14327335","Important areas at sea for adult loggerhead sea turtles in the Mediterranean Sea: satellite tracking corroborates findings from potentially biased sources",2018,,"14327335","RERO DOC Digital Library",,"not stated","Tunisia"
"W2919734443","",2018,,"https://openalex.org/W2919734443","City Research Online (City University London)","book","not stated","Tunisia"
"W2605447613","Unravelling the drastic range retraction of an emblematic songbird of North Africa: potential threats to Afro-Palearctic migratory birds",2017,"https://doi.org/10.1038/s41598-017-01103-w","https://doi.org/10.1038/s41598-017-01103-w","Scientific Reports","article",,"Tunisia"
"W2788326307","Fish and fishing monitoring methods and indicators in Marine Protected Areas in Tunisia",2017,,"https://openalex.org/W2788326307",,"dissertation","competition for resources","Tunisia"
"138701980","Distribution, abundance and population structure of Hexaplex trunculus and Bolinus brandaris (Gastropoda: Muricidae) in offshore areas of the Gulf of Gabès, southern Tunisia",2017,,"138701980","AJOL - African Journals Online",,"bycatch","Tunisia"
"W2411907806","Flexible Turtle Excluder Device (TED): an effective tool for Mediterranean coastal multispecies bottom trawl fisheries",2016,"https://doi.org/10.1051/alr/2016016","https://doi.org/10.1051/alr/2016016","Aquatic Living Resources","article","bycatch","Tunisia"
"W2316595866","Shelf life: neritic habitat use of a turtle population highly threatened by fisheries",2016,"https://doi.org/10.1111/ddi.12440","https://doi.org/10.1111/ddi.12440","Diversity and Distributions","article","bycatch","Tunisia"
"W2334098974","Elasmobranch captures in shrimps trammel net fishery off the Gulf of Gabès (Southern Tunisia, Mediterranean Sea)",2016,"https://doi.org/10.1111/jai.13061","https://doi.org/10.1111/jai.13061","Journal of Applied Ichthyology","article","bycatch","Tunisia"
"310900409","Shelf life: Neritic habitat use of a turtle population highly threatened by fisheries",2016,,"310900409","Open Research Exeter - University of Exeter",,"bycatch","Tunisia"
"W2144503057","Another Continental Vulture Crisis: Africa's Vultures Collapsing toward Extinction",2015,"https://doi.org/10.1111/conl.12182","https://doi.org/10.1111/conl.12182","Conservation Letters","article","persecution or retaliatory killing","Tunisia"
"W1757226906","Annual survival probabilities of juvenile loggerhead sea turtles indicate high anthropogenic impact on Mediterranean populations",2014,"https://doi.org/10.1002/aqc.2467","https://doi.org/10.1002/aqc.2467","Aquatic Conservation Marine and Freshwater Ecosystems","article","bycatch","Tunisia"
"W2157223050","Elasmobranchs longline fisheries in the Gulf of Gabès (southern Tunisia)",2013,"https://doi.org/10.1017/s0025315413000726","https://doi.org/10.1017/s0025315413000726","Journal of the Marine Biological Association of the United Kingdom","article","not stated","Tunisia"
"W1972887459","Fiddling in biodiversity hotspots while deserts burn? Collapse of the Sahara's megafauna",2013,"https://doi.org/10.1111/ddi.12157","https://doi.org/10.1111/ddi.12157","Diversity and Distributions","article","not stated","Tunisia"
"W2088965171","Examining the Extinction of the Barbary Lion and Its Implications for Felid Conservation",2013,"https://doi.org/10.1371/journal.pone.0060174","https://doi.org/10.1371/journal.pone.0060174","PLoS ONE","article","not stated","Tunisia"
"W2022452219","Interactions of loggerhead turtle with bottom longline fishery in the Gulf of Gabès, Tunisia",2011,"https://doi.org/10.1017/s0025315411000312","https://doi.org/10.1017/s0025315411000312","Journal of the Marine Biological Association of the United Kingdom","article","bycatch","Tunisia"
"W2018069372","Effect of type of bait on pelagic longline fishery–loggerhead turtle interactions in the Gulf of Gabes (Tunisia)",2010,"https://doi.org/10.1002/aqc.1120","https://doi.org/10.1002/aqc.1120","Aquatic Conservation Marine and Freshwater Ecosystems","article","bycatch","Tunisia"
"W2159155195","Ecosystem models clarify the trophic role of whales off Northwest Africa",2010,"https://doi.org/10.3354/meps08443","https://doi.org/10.3354/meps08443","Marine Ecology Progress Series","article","competition for resources","Tunisia"
"W2479764566","05. Gillnet fishery – loggerhead turtle interactions in the Gulf of Gabes, Tunisia",2010,,"https://openalex.org/W2479764566","Herpetological Journal","article","bycatch","Tunisia"
"W7139462097","Fisheries Centre research reports. Volume 17, number 2",2009,,"https://openalex.org/W7139462097","cIRcle (University of British Columbia)","report",,"Tunisia"
"W1863567874","Incidental capture of sea turtles by longlines in the Gulf of Gabès (South Tunisia): A comparative study between bottom and surface longlines",2008,"https://doi.org/10.3989/scimar.2008.72n2337","https://doi.org/10.3989/scimar.2008.72n2337","Scientia Marina","article","not stated","Tunisia"
"W13500458","Mitochondrial DNA reveals regional and interregional importance of the central Mediterranean African shelf for loggerhead sea turtles (Caretta caretta)",2008,"https://doi.org/10.3989/scimar.2008.72n3541","https://doi.org/10.3989/scimar.2008.72n3541","Scientia Marina","article","not stated","Tunisia"
"W2502035066","07. Impact of trawl fishery on marine turtles in the Gulf of Gabès, Tunisia",2007,,"https://openalex.org/W2502035066","Herpetological Journal","article","bycatch","Tunisia"
"W1993434971","Alien Marine Species in the Mediterranean - the 100 ‘Worst Invasives’ and their Impact",2006,"https://doi.org/10.12681/mms.180","https://doi.org/10.12681/mms.180","Mediterranean Marine Science","article","not stated","Tunisia"
"W2154998326","ECOSYSTEM EFFECTS OF FISHING IN THE MEDITERREAN: AN ANALYSIS OF THE MAJOR THREATS OF FISHING GEAR AND PRACTICES TO BIODIVERSITY AND MARINE HABITATS",2004,,"https://openalex.org/W2154998326",,"book","bycatch","Tunisia"
"W1543624443","Seabird mortality from longline fishing in the Mediterranean Sea and Macaronesian waters: a review and a way forward",2003,"https://doi.org/10.3989/scimar.2003.67s257","https://doi.org/10.3989/scimar.2003.67s257","Scientia Marina","article","bycatch","Tunisia"
"W4391197122","Population biology, conservation threats and status of Mediterranean striped dolphins (Stenella coeruleoalba)",2000,"https://doi.org/10.47536/jcrm.v2i1.485","https://doi.org/10.47536/jcrm.v2i1.485","The journal of cetacean research and management. Special issue","article","bycatch","Tunisia"
